session_id,target,scenario,step,run,warmup,url,duration_ms,ttfb_ms,dcl_ms,load_ms,requests,transfer_bytes,third_party_requests,third_party_bytes,co2_model,co2_g,co2_device_g,raw_joules,baseline_watts,estimated_idle_joules,incremental_joules,energy_scope,energy_type,energy_adapter,energy_samples,firefox_version,playwright_version,co2js_version,os,architecture,headed,cache_mode,on_battery,low_power_mode,valid
ab94ca83-fa9e-4f00-9692-f7d4ddfa7efc,https://mgifford.github.io/open-scans/,measure,https://mgifford.github.io/open-scans/,2,false,https://mgifford.github.io/open-scans/,2105,,110,114,4,17999,0,0,swd,0.0026674517999999998,0.001431532466,0,0,0,0,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
ab94ca83-fa9e-4f00-9692-f7d4ddfa7efc,https://mgifford.github.io/open-scans/,measure,https://mgifford.github.io/open-scans/reports.html,2,false,https://mgifford.github.io/open-scans/reports.html,2027,,26,32,1,35791,0,0,swd,0.0053042262,0.002846601394,0,0,0,0,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
ab94ca83-fa9e-4f00-9692-f7d4ddfa7efc,https://mgifford.github.io/open-scans/,measure,https://mgifford.github.io/open-scans/reports/issues/issue-58/2026-08-15T03-05-39-722Z/report.html,2,false,https://mgifford.github.io/open-scans/reports/issues/issue-58/2026-08-15T03-05-39-722Z/report.html,2045,,106,106,1,128403,0,0,swd,0.0190293246,0.010212404202000001,0,0,0,0,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
ab94ca83-fa9e-4f00-9692-f7d4ddfa7efc,https://mgifford.github.io/open-scans/,measure,https://mgifford.github.io/open-scans/,3,false,https://mgifford.github.io/open-scans/,2062,,75,75,4,17999,0,0,swd,0.0026674517999999998,0.001431532466,0,0,0,0,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
ab94ca83-fa9e-4f00-9692-f7d4ddfa7efc,https://mgifford.github.io/open-scans/,measure,https://mgifford.github.io/open-scans/reports.html,3,false,https://mgifford.github.io/open-scans/reports.html,2037,,33,39,1,35791,0,0,swd,0.0053042262,0.002846601394,0,0,0,0,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
ab94ca83-fa9e-4f00-9692-f7d4ddfa7efc,https://mgifford.github.io/open-scans/,measure,https://mgifford.github.io/open-scans/reports/issues/issue-58/2026-08-15T03-05-39-722Z/report.html,3,false,https://mgifford.github.io/open-scans/reports/issues/issue-58/2026-08-15T03-05-39-722Z/report.html,2046,,88,89,1,128403,0,0,swd,0.0190293246,0.010212404202000001,0,0,0,0,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
ab94ca83-fa9e-4f00-9692-f7d4ddfa7efc,https://mgifford.github.io/open-scans/,measure,https://mgifford.github.io/open-scans/,4,false,https://mgifford.github.io/open-scans/,2049,,42,44,4,17999,0,0,swd,0.0026674517999999998,0.001431532466,0,0,0,0,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
ab94ca83-fa9e-4f00-9692-f7d4ddfa7efc,https://mgifford.github.io/open-scans/,measure,https://mgifford.github.io/open-scans/reports.html,4,false,https://mgifford.github.io/open-scans/reports.html,2028,,29,35,1,35791,0,0,swd,0.0053042262,0.002846601394,0,0,0,0,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
ab94ca83-fa9e-4f00-9692-f7d4ddfa7efc,https://mgifford.github.io/open-scans/,measure,https://mgifford.github.io/open-scans/reports/issues/issue-58/2026-08-15T03-05-39-722Z/report.html,4,false,https://mgifford.github.io/open-scans/reports/issues/issue-58/2026-08-15T03-05-39-722Z/report.html,2042,,139,141,1,128403,0,0,swd,0.0190293246,0.010212404202000001,0,0,0,0,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
ab94ca83-fa9e-4f00-9692-f7d4ddfa7efc,https://mgifford.github.io/open-scans/,measure,https://mgifford.github.io/open-scans/,5,false,https://mgifford.github.io/open-scans/,2093,,72,73,4,17999,0,0,swd,0.0026674517999999998,0.001431532466,0,0,0,0,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
ab94ca83-fa9e-4f00-9692-f7d4ddfa7efc,https://mgifford.github.io/open-scans/,measure,https://mgifford.github.io/open-scans/reports.html,5,false,https://mgifford.github.io/open-scans/reports.html,2030,,36,36,1,35791,0,0,swd,0.0053042262,0.002846601394,0,0,0,0,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
ab94ca83-fa9e-4f00-9692-f7d4ddfa7efc,https://mgifford.github.io/open-scans/,measure,https://mgifford.github.io/open-scans/reports/issues/issue-58/2026-08-15T03-05-39-722Z/report.html,5,false,https://mgifford.github.io/open-scans/reports/issues/issue-58/2026-08-15T03-05-39-722Z/report.html,2058,,126,126,1,128403,0,0,swd,0.0190293246,0.010212404202000001,0,0,0,0,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
ab94ca83-fa9e-4f00-9692-f7d4ddfa7efc,https://mgifford.github.io/open-scans/,measure,https://mgifford.github.io/open-scans/,6,false,https://mgifford.github.io/open-scans/,2090,,83,83,4,17999,0,0,swd,0.0026674517999999998,0.001431532466,0,0,0,0,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
ab94ca83-fa9e-4f00-9692-f7d4ddfa7efc,https://mgifford.github.io/open-scans/,measure,https://mgifford.github.io/open-scans/reports.html,6,false,https://mgifford.github.io/open-scans/reports.html,2043,,55,55,1,35791,0,0,swd,0.0053042262,0.002846601394,0,0,0,0,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
ab94ca83-fa9e-4f00-9692-f7d4ddfa7efc,https://mgifford.github.io/open-scans/,measure,https://mgifford.github.io/open-scans/reports/issues/issue-58/2026-08-15T03-05-39-722Z/report.html,6,false,https://mgifford.github.io/open-scans/reports/issues/issue-58/2026-08-15T03-05-39-722Z/report.html,2044,,136,137,1,128403,0,0,swd,0.0190293246,0.010212404202000001,0,0,0,0,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
ab94ca83-fa9e-4f00-9692-f7d4ddfa7efc,https://mgifford.github.io/open-scans/,measure,https://mgifford.github.io/open-scans/,7,false,https://mgifford.github.io/open-scans/,2106,,88,88,4,17999,0,0,swd,0.0026674517999999998,0.001431532466,0,0,0,0,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
ab94ca83-fa9e-4f00-9692-f7d4ddfa7efc,https://mgifford.github.io/open-scans/,measure,https://mgifford.github.io/open-scans/reports.html,7,false,https://mgifford.github.io/open-scans/reports.html,2031,,30,38,1,35791,0,0,swd,0.0053042262,0.002846601394,0,0,0,0,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
ab94ca83-fa9e-4f00-9692-f7d4ddfa7efc,https://mgifford.github.io/open-scans/,measure,https://mgifford.github.io/open-scans/reports/issues/issue-58/2026-08-15T03-05-39-722Z/report.html,7,false,https://mgifford.github.io/open-scans/reports/issues/issue-58/2026-08-15T03-05-39-722Z/report.html,2038,,134,135,1,128403,0,0,swd,0.0190293246,0.010212404202000001,0,0,0,0,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
