session_id,target,scenario,step,run,warmup,url,duration_ms,ttfb_ms,dcl_ms,load_ms,requests,transfer_bytes,third_party_requests,third_party_bytes,co2_model,co2_g,co2_device_g,raw_joules,baseline_watts,estimated_idle_joules,incremental_joules,energy_scope,energy_type,energy_adapter,energy_samples,firefox_version,playwright_version,co2js_version,os,architecture,headed,cache_mode,on_battery,low_power_mode,valid
52319cd2-bdef-4719-8875-e6d3e6699a8d,https://civicactions.com,crawl,https://civicactions.com/press/2,0,false,https://civicactions.com/press/2/,2547,220,254,404,26,893455,5,536310,swd,0.132410031,0.07106004997000001,,,,,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
52319cd2-bdef-4719-8875-e6d3e6699a8d,https://civicactions.com,crawl,https://civicactions.com/press/2022-01-05-civicactions-named-govtech-100-top-government-technology-companies-list,0,false,https://civicactions.com/press/2022-01-05-civicactions-named-govtech-100-top-government-technology-companies-list/,2728,269,308,416,25,885085,5,536310,swd,0.131169597,0.07039435039,,,,,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
52319cd2-bdef-4719-8875-e6d3e6699a8d,https://civicactions.com,crawl,https://civicactions.com/press/2022-04-21-civicactions-announces-Ryerson-partnership-digital-accessibility,0,false,https://civicactions.com/press/2022-04-21-civicactions-announces-Ryerson-partnership-digital-accessibility/,2609,222,266,346,26,886611,6,536589,swd,0.1313957502,0.070515719274,,,,,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
52319cd2-bdef-4719-8875-e6d3e6699a8d,https://civicactions.com,crawl,https://civicactions.com/press/2024-01-05-CivicActions-Partners-with-aamdsif,0,false,https://civicactions.com/press/2024-01-05-CivicActions-Partners-with-aamdsif/,2504,142,179,277,25,886553,5,536314,swd,0.1313871546,0.070511106302,,,,,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
52319cd2-bdef-4719-8875-e6d3e6699a8d,https://civicactions.com,crawl,https://civicactions.com/press/2024-01-16-CivicActions-Announces-Impact-Report,0,false,https://civicactions.com/press/2024-01-16-CivicActions-Announces-Impact-Report/,2533,163,269,372,25,886065,5,536312,swd,0.131314833,0.07047229371,,,,,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
52319cd2-bdef-4719-8875-e6d3e6699a8d,https://civicactions.com,crawl,https://civicactions.com/press/2024-07-09-CivicActions-Appoints-Mike-Gifford,0,false,https://civicactions.com/press/2024-07-09-CivicActions-Appoints-Mike-Gifford/,2342,166,190,284,25,887489,5,536314,swd,0.1315258698,0.070585550126,,,,,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
52319cd2-bdef-4719-8875-e6d3e6699a8d,https://civicactions.com,crawl,https://civicactions.com/case-studies/nyc-metro-transit-digital-clocks%20,0,false,https://civicactions.com/case-studies/nyc-metro-transit-digital-clocks%20,2230,53,96,157,21,644821,4,334849,swd,0.0955624722,0.051285193413999994,,,,,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
52319cd2-bdef-4719-8875-e6d3e6699a8d,https://civicactions.com,crawl,https://civicactions.com/services/ditap/register,0,false,https://civicactions.com/services/ditap/register/,3622,149,182,850,111,5355400,92,5037542,swd,0.79367028,0.42593638359999997,,,,,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
52319cd2-bdef-4719-8875-e6d3e6699a8d,https://civicactions.com,crawl,https://civicactions.com/press/2021-05-03-civicactions-wins-nsf-recompete,0,false,https://civicactions.com/press/2021-05-03-civicactions-wins-nsf-recompete/,2392,126,148,248,27,886382,7,536923,swd,0.1313618124,0.070497505988,,,,,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
52319cd2-bdef-4719-8875-e6d3e6699a8d,https://civicactions.com,crawl,https://civicactions.com/press/2021-05-11-civicactions-wins-department-of-ed-recompete,0,false,https://civicactions.com/press/2021-05-11-civicactions-wins-department-of-ed-recompete/,2471,162,201,265,25,885795,5,536312,swd,0.131274819,0.07045081953,,,,,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
52319cd2-bdef-4719-8875-e6d3e6699a8d,https://civicactions.com,crawl,https://civicactions.com/press/2021-07-08-gsa-engages-civicactions-to-modernize-vpat,0,false,https://civicactions.com/press/2021-07-08-gsa-engages-civicactions-to-modernize-vpat/,2430,198,228,313,25,886254,5,536312,swd,0.13134284279999997,0.07048732563599999,,,,,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
52319cd2-bdef-4719-8875-e6d3e6699a8d,https://civicactions.com,crawl,https://civicactions.com/press/2021-07-19-civicactions-announces-va-ditap-graduation,0,false,https://civicactions.com/press/2021-07-19-civicactions-announces-va-ditap-graduation/,2443,148,199,282,25,886610,5,536308,swd,0.131395602,0.07051563974,,,,,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
52319cd2-bdef-4719-8875-e6d3e6699a8d,https://civicactions.com,crawl,https://civicactions.com/press/2021-09-08-civicactions-announces-ditap-grads-across-federal-agencies,0,false,https://civicactions.com/press/2021-09-08-civicactions-announces-ditap-grads-across-federal-agencies/,2382,144,198,283,25,887117,5,536308,swd,0.13147073939999998,0.070555963478,,,,,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
52319cd2-bdef-4719-8875-e6d3e6699a8d,https://civicactions.com,crawl,https://civicactions.com/press/3,0,false,https://civicactions.com/press/3/,2527,159,196,281,26,887032,6,537248,swd,0.13145814239999998,0.070549203088,,,,,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
52319cd2-bdef-4719-8875-e6d3e6699a8d,https://civicactions.com,crawl,https://civicactions.com/press/2020-03-02-civicactions-wins-cms-contract,0,false,https://civicactions.com/press/2020-03-02-civicactions-wins-cms-contract/,2420,197,238,319,25,885813,5,536316,swd,0.1312774866,0.070452251142,,,,,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
52319cd2-bdef-4719-8875-e6d3e6699a8d,https://civicactions.com,crawl,https://civicactions.com/press/2020-08-14-civicactions-certified-to-deliver-ditap,0,false,https://civicactions.com/press/2020-08-14-civicactions-certified-to-deliver-ditap/,2517,294,334,406,25,886407,5,536314,swd,0.13136551740000002,0.07049949433800001,,,,,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
52319cd2-bdef-4719-8875-e6d3e6699a8d,https://civicactions.com,crawl,https://civicactions.com/press/2020-11-09-civicactions-acquires-openconcept,0,false,https://civicactions.com/press/2020-11-09-civicactions-acquires-openconcept/,2386,110,132,210,25,886391,5,536314,swd,0.1313631462,0.070498221794,,,,,process,hardware-estimate,firefox-profiler,0,153.0,1.62.1,0.19.0,darwin,arm64,false,warm,false,,true
